date,language,value
2011/05/31,ur,1
2011/06/30,ur,5
2011/07/31,ur,9
2011/08/31,ur,3
2011/09/30,ur,0
2011/10/31,ur,1
2011/11/30,ur,1
2011/12/31,ur,4
2012/01/31,ur,3
2012/02/29,ur,1
2012/03/31,ur,1
2012/04/30,ur,5
2012/05/31,ur,2
2012/06/30,ur,5
2012/07/31,ur,3
2012/08/31,ur,3
2012/09/30,ur,5
2012/10/31,ur,4
2012/11/30,ur,8
2012/12/31,ur,4
2008/01/31,Total,59
2008/02/29,Total,78
2008/03/31,Total,48
2008/04/30,Total,42
2008/05/31,Total,60
2008/06/30,Total,46
2008/07/31,Total,43
2008/08/31,Total,39
2008/09/30,Total,38
2008/10/31,Total,45
2008/11/30,Total,33
2008/12/31,Total,37
2009/01/31,Total,37
2009/02/28,Total,39
2009/03/31,Total,46
2009/04/30,Total,53
2009/05/31,Total,60
2009/06/30,Total,66
2009/07/31,Total,53
2009/08/31,Total,75
2009/09/30,Total,62
2009/10/31,Total,82
2009/11/30,Total,66
2009/12/31,Total,74
2010/01/31,Total,86
2010/02/28,Total,67
2010/03/31,Total,79
2010/04/30,Total,59
2010/05/31,Total,64
2010/06/30,Total,86
2010/07/31,Total,99
2010/08/31,Total,114
2010/09/30,Total,79
2010/10/31,Total,82
2010/11/30,Total,103
2010/12/31,Total,80
2011/01/31,Total,80
2011/02/28,Total,78
2011/03/31,Total,99
2011/04/30,Total,80
2011/05/31,Total,86
2011/06/30,Total,91
2011/07/31,Total,98
2011/08/31,Total,76
2011/09/30,Total,80
2011/10/31,Total,84
2011/11/30,Total,104
2011/12/31,Total,112
2012/01/31,Total,126
2012/02/29,Total,102
2012/03/31,Total,93
2012/04/30,Total,98
2012/05/31,Total,93
2012/06/30,Total,117
2012/07/31,Total,91
2012/08/31,Total,107
2012/09/30,Total,91
2012/10/31,Total,96
2012/11/30,Total,103
2012/12/31,Total,89
